Nome,Status
ROBERTO DE LUCENA,A Proposicao procurada nao existe
GONZAGA PATRIOTA,"Arquivada, ., Arquivada, Retirado pelo Autor"
CARLOS VERAS,A Proposicao procurada nao existe
EDIO LOPES,A Proposicao procurada nao existe
MARIA DO ROSÁRIO,"Arquivada, Tramitando em Conjunto, Tramitando em Conjunto, Tramitando em Conjunto, Transformado em Norma Jurídica, Arquivada"
CORONEL CHRISÓSTOMO,A Proposicao procurada nao existe
FABIO SCHIOCHET,A Proposicao procurada nao existe
LUIZIANNE LINS,A Proposicao procurada nao existe
NIVALDO ALBUQUERQUE,A Proposicao procurada nao existe
NICOLETTI,A Proposicao procurada nao existe
ALAN RICK,A Proposicao procurada nao existe
RICARDO TEOBALDO,A Proposicao procurada nao existe
GLEISI HOFFMANN,A Proposicao procurada nao existe
OSIRES DAMASO,A Proposicao procurada nao existe
FLAVIO NOGUEIRA,A Proposicao procurada nao existe
EDMILSON RODRIGUES,A Proposicao procurada nao existe
ULDURICO JUNIOR,A Proposicao procurada nao existe
VICENTINHO JÚNIOR,A Proposicao procurada nao existe
DELEGADO PABLO,A Proposicao procurada nao existe
MARX BELTRÃO,A Proposicao procurada nao existe
NILTO TATTO,A Proposicao procurada nao existe
HILDO ROCHA,A Proposicao procurada nao existe
VERMELHO,A Proposicao procurada nao existe
NERI GELLER,A Proposicao procurada nao existe
DANIEL ALMEIDA,Transformado em Norma Jurídica
ACÁCIO FAVACHO,A Proposicao procurada nao existe
AIRTON FALEIRO,A Proposicao procurada nao existe
VINICIUS GURGEL,A Proposicao procurada nao existe
PR. MARCO FELICIANO,A Proposicao procurada nao existe
DULCE MIRANDA,A Proposicao procurada nao existe
JÚLIO CESAR,A Proposicao procurada nao existe
PEDRO LUCAS FERNANDES,A Proposicao procurada nao existe
JOSÉ PRIANTE,A Proposicao procurada nao existe
MARGARETE COELHO,A Proposicao procurada nao existe
HEITOR FREIRE,A Proposicao procurada nao existe
CÉLIO SILVEIRA,A Proposicao procurada nao existe
MARCELO NILO,A Proposicao procurada nao existe
DOMINGOS NETO,A Proposicao procurada nao existe
BETO ROSADO,A Proposicao procurada nao existe
LUIZ NISHIMORI,A Proposicao procurada nao existe
PAULO TEIXEIRA,A Proposicao procurada nao existe
ALINE GURGEL,A Proposicao procurada nao existe
ÁTILA LINS,Arquivada
JOSÉ AIRTON FÉLIX CIRILO,A Proposicao procurada nao existe
BETO FARO,"Arquivada, Arquivada, Aguardando Designação de Relator, Aguardando Designação de Relator, Arquivada, Aguardando Designação de Relator, Arquivada, Aguardando Designação - Aguardando Devolução de Relator que deixou de ser Membro, Tramitando em Conjunto"
SILVIO COSTA FILHO,A Proposicao procurada nao existe
SAMUEL MOREIRA,A Proposicao procurada nao existe
CAPITÃO AUGUSTO,A Proposicao procurada nao existe
PROFESSOR ALCIDES,A Proposicao procurada nao existe
EUCLYDES PETTERSEN,A Proposicao procurada nao existe
JULIAN LEMOS,A Proposicao procurada nao existe
BILAC PINTO,A Proposicao procurada nao existe
IGOR TIMO,A Proposicao procurada nao existe
AFONSO MOTTA,A Proposicao procurada nao existe
JOSÉ GUIMARÃES,A Proposicao procurada nao existe
RUY CARNEIRO,A Proposicao procurada nao existe
JERÔNIMO GOERGEN,A Proposicao procurada nao existe
ARTHUR OLIVEIRA MAIA,A Proposicao procurada nao existe
ROBÉRIO MONTEIRO,A Proposicao procurada nao existe
LEONARDO MONTEIRO,A Proposicao procurada nao existe
MÁRCIO MARINHO,"Tramitando em Conjunto, Tramitando em Conjunto, Arquivada, Tramitando em Conjunto, Aguardando Parecer, Arquivada, Tramitando em Conjunto, Transformado em Norma Jurídica"
NELSON PELLEGRINO,A Proposicao procurada nao existe
GIACOBO,A Proposicao procurada nao existe
VINICIUS CARVALHO,Arquivada
VAVÁ MARTINS,A Proposicao procurada nao existe
GIL CUTRIM,A Proposicao procurada nao existe
PAULO BENGTSON,A Proposicao procurada nao existe
DARCI DE MATOS,A Proposicao procurada nao existe
PATRUS ANANIAS,A Proposicao procurada nao existe
DAGOBERTO NOGUEIRA,A Proposicao procurada nao existe
JORGE SOLLA,A Proposicao procurada nao existe
ROBERTO ALVES,"Arquivada, Arquivada, Arquivada"
REINHOLD STEPHANES JUNIOR,A Proposicao procurada nao existe
EVANDRO ROMAN,A Proposicao procurada nao existe
SHÉRIDAN,A Proposicao procurada nao existe
ELMAR NASCIMENTO,A Proposicao procurada nao existe
SEVERINO PESSOA,A Proposicao procurada nao existe
RUBENS OTONI,A Proposicao procurada nao existe
RAFAEL MOTTA,A Proposicao procurada nao existe
FERNANDO MONTEIRO,A Proposicao procurada nao existe
FREI ANASTACIO RIBEIRO,A Proposicao procurada nao existe
CHRISTIANE DE SOUZA YARED,A Proposicao procurada nao existe
MISAEL VARELLA,A Proposicao procurada nao existe
LUCAS VERGILIO,A Proposicao procurada nao existe
ELI CORRÊA FILHO,A Proposicao procurada nao existe
BALEIA ROSSI,A Proposicao procurada nao existe
JANDIRA FEGHALI,A Proposicao procurada nao existe
JOÃO MAIA,A Proposicao procurada nao existe
JOÃO MARCELO SOUZA,A Proposicao procurada nao existe
GELSON AZEVEDO,A Proposicao procurada nao existe
TEREZA NELMA,A Proposicao procurada nao existe
VINICIUS FARAH,A Proposicao procurada nao existe
ALCEU MOREIRA,A Proposicao procurada nao existe
LEÔNIDAS CRISTINO,A Proposicao procurada nao existe
MAURÍCIO DZIEDRICKI,A Proposicao procurada nao existe
VANDERLEI MACRIS,"Tramitando em Conjunto, Arquivada"
EDUARDO CURY,A Proposicao procurada nao existe
RONALDO CARLETTO,A Proposicao procurada nao existe
ANTONIO BRITO,A Proposicao procurada nao existe
ZÉ SILVA,A Proposicao procurada nao existe
MARCON,"Aguardando Designação de Relator, Arquivada, Arquivada, Arquivada"
JOÃO CAMPOS,A Proposicao procurada nao existe
MÁRCIO LABRE,A Proposicao procurada nao existe
EXPEDITO NETTO,A Proposicao procurada nao existe
WILSON SANTIAGO,Arquivada
MARÍLIA ARRAES,A Proposicao procurada nao existe
SERGIO SOUZA,A Proposicao procurada nao existe
JESUS SÉRGIO,A Proposicao procurada nao existe
MÁRCIO BIOLCHI,A Proposicao procurada nao existe
MARA ROCHA,A Proposicao procurada nao existe
HUGO MOTTA,A Proposicao procurada nao existe
ANDRÉ ABDON,A Proposicao procurada nao existe
ALEX MANENTE,A Proposicao procurada nao existe
DARCÍSIO PERONDI,A Proposicao procurada nao existe
BOHN GASS,A Proposicao procurada nao existe
DANIEL FREITAS,A Proposicao procurada nao existe
EROS BIONDINI,A Proposicao procurada nao existe
LINCOLN PORTELA,"Prioridade (Art. 151, II, RICD), Devolvida ao Autor, Tramitando em Conjunto, Tramitando em Conjunto, Arquivada"
ALEX SANTANA,A Proposicao procurada nao existe
AUGUSTO COUTINHO,A Proposicao procurada nao existe
DOMINGOS SÁVIO,A Proposicao procurada nao existe
ANDRÉ DE PAULA,A Proposicao procurada nao existe
WALTER ALVES,A Proposicao procurada nao existe
CARLOS SAMPAIO,"Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Designação de Relator, Arquivada, Tramitando em Conjunto, Aguardando Designação de Relator, Arquivada"
BACELAR,A Proposicao procurada nao existe
GEOVANIA DE SÁ,A Proposicao procurada nao existe
SILVIA CRISTINA,A Proposicao procurada nao existe
CLAUDIO CAJADO,A Proposicao procurada nao existe
MÁRIO NEGROMONTE JR.,A Proposicao procurada nao existe
ORLANDO SILVA,A Proposicao procurada nao existe
GENINHO ZULIANI,A Proposicao procurada nao existe
RAUL HENRY,Arquivada
ROSANGELA GOMES,A Proposicao procurada nao existe
NEREU CRISPIM,A Proposicao procurada nao existe
MANUEL MARCOS,A Proposicao procurada nao existe
CACÁ LEÃO,A Proposicao procurada nao existe
VITOR LIPPI,A Proposicao procurada nao existe
POMPEO DE MATTOS,"Arquivada, Arquivada, Tramitando em Conjunto, Arquivada, Tramitando em Conjunto, Arquivada, Arquivada, Tramitando em Conjunto, Tramitando em Conjunto"
TALÍRIA PETRONE,A Proposicao procurada nao existe
MÁRIO HERINGER,Tramitando em Conjunto
VALMIR ASSUNÇÃO,A Proposicao procurada nao existe
CARLOS HENRIQUE GAGUIM,A Proposicao procurada nao existe
CRISTIANO VALE,A Proposicao procurada nao existe
ZÉ VITOR,A Proposicao procurada nao existe
FAUSTO PINATO,A Proposicao procurada nao existe
TIAGO DIMAS,A Proposicao procurada nao existe
FÁBIO MITIDIERI,A Proposicao procurada nao existe
ERIKA KOKAY,A Proposicao procurada nao existe
PEDRO UCZAI,A Proposicao procurada nao existe
BOCA ABERTA,A Proposicao procurada nao existe
JUSCELINO FILHO,A Proposicao procurada nao existe
PROFESSORA ROSA NEIDE,A Proposicao procurada nao existe
CAMILO CAPIBERIBE,A Proposicao procurada nao existe
LEUR LOMANTO JÚNIOR,A Proposicao procurada nao existe
MARCELO FREIXO,A Proposicao procurada nao existe
GUILHERME DERRITE,A Proposicao procurada nao existe
REGINALDO LOPES,"Aguardando Designação de Relator, Arquivada"
PEDRO WESTPHALEN,A Proposicao procurada nao existe
JAQUELINE CASSOL,A Proposicao procurada nao existe
ABÍLIO SANTANA,A Proposicao procurada nao existe
FÁBIO HENRIQUE,A Proposicao procurada nao existe
JOAQUIM PASSARINHO,A Proposicao procurada nao existe
DIMAS FABIANO,A Proposicao procurada nao existe
MARCOS AURÉLIO SAMPAIO,A Proposicao procurada nao existe
JÚLIO DELGADO,"Arquivada, Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Parecer, Tramitando em Conjunto, Prioridade (Art. 151, II, RICD), Arquivada, Aguardando Designação de Relator, Tramitando em Conjunto"
EVAIR VIEIRA DE MELO,A Proposicao procurada nao existe
JHC,A Proposicao procurada nao existe
PAULO ABI-ACKEL,A Proposicao procurada nao existe
JOSÉ NUNES,A Proposicao procurada nao existe
PAULO FREIRE COSTA,A Proposicao procurada nao existe
JOSÉ ROCHA,A Proposicao procurada nao existe
LUCIANO DUCCI,A Proposicao procurada nao existe
PAULO GUEDES,A Proposicao procurada nao existe
CELSO MALDANER,"Aguardando Designação de Relator, Tramitando em Conjunto, Aguardando Designação de Relator"
NILSON PINTO,A Proposicao procurada nao existe
RUBENS BUENO,A Proposicao procurada nao existe
DAVID SOARES,A Proposicao procurada nao existe
DENIS BEZERRA,A Proposicao procurada nao existe
RENATA ABREU,A Proposicao procurada nao existe
JOSÉ RICARDO,A Proposicao procurada nao existe
MARLON SANTOS,A Proposicao procurada nao existe
VALDEVAN NOVENTA,A Proposicao procurada nao existe
AFONSO HAMM,Tramitando em Conjunto
ZECA DIRCEU,A Proposicao procurada nao existe
GUSTINHO RIBEIRO,A Proposicao procurada nao existe
BENEDITA DA SILVA,A Proposicao procurada nao existe
ALICE PORTUGAL,"Arquivada, Arquivada, Arquivada, Tramitando em Conjunto"
PAULO PIMENTA,"Arquivada, Arquivada, Aguardando Deliberação de Recurso, Tramitando em Conjunto, Aguardando Designação de Relator, Arquivada, Aguardando Designação de Relator, Arquivada"
GIOVANI CHERINI,A Proposicao procurada nao existe
ALESSANDRO MOLON,A Proposicao procurada nao existe
AROLDO MARTINS,A Proposicao procurada nao existe
ALIEL MACHADO,A Proposicao procurada nao existe
AFONSO FLORENCE,A Proposicao procurada nao existe
ALEXANDRE PADILHA,A Proposicao procurada nao existe
DRA. VANDA MILANI,A Proposicao procurada nao existe
IDILVAN ALENCAR,A Proposicao procurada nao existe
JÚNIOR MANO,A Proposicao procurada nao existe
ODAIR CUNHA,"Prioridade (Art. 151, II, RICD)"
NATÁLIA BONAVIDES,A Proposicao procurada nao existe
TITO,A Proposicao procurada nao existe
CAPITÃO WAGNER,A Proposicao procurada nao existe
ALINE SLEUTJES,A Proposicao procurada nao existe
ÁTILA LIRA,"Arquivada, Prioridade (Art. 151, II, RICD)"
FELIPE FRANCISCHINI,A Proposicao procurada nao existe
MARGARIDA SALOMÃO,A Proposicao procurada nao existe
DANRLEI DE DEUS HINTERHOLZ,A Proposicao procurada nao existe
PAULO AZI,A Proposicao procurada nao existe
SEBASTIÃO OLIVEIRA,A Proposicao procurada nao existe
ANGELA AMIN,A Proposicao procurada nao existe
PROFESSOR JOZIEL,A Proposicao procurada nao existe
DR. JAZIEL,A Proposicao procurada nao existe
MARINA SANTOS,A Proposicao procurada nao existe
JUNINHO DO PNEU,A Proposicao procurada nao existe
FLORDELIS,A Proposicao procurada nao existe
EDILÁZIO JÚNIOR,A Proposicao procurada nao existe
ROBERTO PESSOA,A Proposicao procurada nao existe
PROFESSORA DAYANE PIMENTEL,A Proposicao procurada nao existe
JOÃO H. CAMPOS,A Proposicao procurada nao existe
FÁBIO FARIA,"Arquivada, Ordinária (Art. 151, III, RICD), Transformado em Norma Jurídica, Aguardando Parecer, Arquivada, Tramitando em Conjunto, Tramitando em Conjunto, Aguardando Deliberação, Arquivada, Arquivada, Arquivada, Arquivada, Arquivada, Arquivada"
ADRIANO DO BALDY,A Proposicao procurada nao existe
WALDENOR PEREIRA,A Proposicao procurada nao existe
OTONI DE PAULA,A Proposicao procurada nao existe
GLAUSTIN FOKUS,A Proposicao procurada nao existe
EDUARDO COSTA,A Proposicao procurada nao existe
PADRE JOÃO,A Proposicao procurada nao existe
RICARDO IZAR,A Proposicao procurada nao existe
PAULÃO,A Proposicao procurada nao existe
CAPITÃO ALBERTO NETO,A Proposicao procurada nao existe
GENECIAS NORONHA,A Proposicao procurada nao existe
GUILHERME MUSSI,A Proposicao procurada nao existe
HENRIQUE FONTANA,A Proposicao procurada nao existe
DANIEL SILVEIRA,A Proposicao procurada nao existe
MARCOS PEREIRA,A Proposicao procurada nao existe
CLARISSA GAROTINHO,A Proposicao procurada nao existe
AJ ALBUQUERQUE,A Proposicao procurada nao existe
WOLNEY QUEIROZ,A Proposicao procurada nao existe
OTACI NASCIMENTO,A Proposicao procurada nao existe
HERCULANO PASSOS,A Proposicao procurada nao existe
LUCIO MOSQUINI,A Proposicao procurada nao existe
ZÉ CARLOS,A Proposicao procurada nao existe
DANIEL COELHO,A Proposicao procurada nao existe
GILBERTO NASCIMENTO,A Proposicao procurada nao existe
RODRIGO DE CASTRO,A Proposicao procurada nao existe
EDNA HENRIQUE,A Proposicao procurada nao existe
ALEXANDRE SERFIOTIS,A Proposicao procurada nao existe
MARCELO BRUM,A Proposicao procurada nao existe
JOSEILDO RAMOS,A Proposicao procurada nao existe
GURGEL,A Proposicao procurada nao existe
GUTEMBERG REIS,A Proposicao procurada nao existe
DIEGO GARCIA,A Proposicao procurada nao existe
CARLOS ZARATTINI,"Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Designação de Relator, Tramitando em Conjunto, Arquivada, Aguardando Designação de Relator, Aguardando Designação de Relator"
IRACEMA PORTELLA,A Proposicao procurada nao existe
HAROLDO CATHEDRAL,A Proposicao procurada nao existe
JEFFERSON CAMPOS,Arquivada
ALÊ SILVA,A Proposicao procurada nao existe
SERGIO VIDIGAL,A Proposicao procurada nao existe
MAURO LOPES,A Proposicao procurada nao existe
MARIA ROSAS,A Proposicao procurada nao existe
RUI FALCÃO,A Proposicao procurada nao existe
MAGDA MOFATTO,A Proposicao procurada nao existe
ALUISIO MENDES,A Proposicao procurada nao existe
CARLOS JORDY,A Proposicao procurada nao existe
RICARDO BARROS,"Arquivada, Arquivada, Arquivada"
GLAUBER BRAGA,Aguardando Apreciação pelo Senado Federal
SUBTENENTE GONZAGA,A Proposicao procurada nao existe
CEZINHA DE MADUREIRA,A Proposicao procurada nao existe
SANTINI,A Proposicao procurada nao existe
ROGÉRIO PENINHA MENDONÇA,A Proposicao procurada nao existe
PASTOR EURICO,A Proposicao procurada nao existe
DANIELA DO WAGUINHO,A Proposicao procurada nao existe
TABATA AMARAL,A Proposicao procurada nao existe
PEDRO PAULO,A Proposicao procurada nao existe
VALTENIR PEREIRA,"Tramitando em Conjunto, Aguardando Designação de Relator, Arquivada, Tramitando em Conjunto"
ALTINEU CÔRTES,A Proposicao procurada nao existe
FERNANDO COELHO FILHO,A Proposicao procurada nao existe
JOSIMAR MARANHÃOZINHO,A Proposicao procurada nao existe
DA VITORIA,A Proposicao procurada nao existe
CARLOS CHIODINI,A Proposicao procurada nao existe
OSSESIO SILVA,A Proposicao procurada nao existe
CHARLES FERNANDES,A Proposicao procurada nao existe
LAFAYETTE DE ANDRADA,A Proposicao procurada nao existe
RAIMUNDO COSTA,A Proposicao procurada nao existe
MOSES RODRIGUES,A Proposicao procurada nao existe
AGUINALDO RIBEIRO,A Proposicao procurada nao existe
CHARLLES EVANGELISTA,A Proposicao procurada nao existe
WLADIMIR GAROTINHO,A Proposicao procurada nao existe
DR. LUIZ ANTONIO TEIXEIRA JR.,A Proposicao procurada nao existe
ARNALDO JARDIM,A Proposicao procurada nao existe
SÓSTENES CAVALCANTE,A Proposicao procurada nao existe
CELSO RUSSOMANNO,"Arquivada, Tramitando em Conjunto, Tramitando em Conjunto, Arquivada, Arquivada, Ordinária (Art. 151, III, RICD), Arquivada"
SÂMIA BOMFIM,A Proposicao procurada nao existe
LEANDRE,A Proposicao procurada nao existe
LUISA CANZIANI,A Proposicao procurada nao existe
LUIZÃO GOULART,A Proposicao procurada nao existe
FERNANDA MELCHIONNA,A Proposicao procurada nao existe
HELDER SALOMÃO,A Proposicao procurada nao existe
REJANE DIAS,A Proposicao procurada nao existe
CÉLIO MOURA,A Proposicao procurada nao existe
MÁRCIO JERRY,A Proposicao procurada nao existe
PEDRO AUGUSTO BEZERRA,A Proposicao procurada nao existe
DELEGADO MARCELO FREITAS,A Proposicao procurada nao existe
LOESTER TRUTIS,A Proposicao procurada nao existe
EFRAIM FILHO,Aguardando Designação de Relator
MILTON VIEIRA,A Proposicao procurada nao existe
VICENTINHO,"Arquivada, Tramitando em Conjunto, Arquivada, Urgência (Art. 155, RICD), Arquivada, Tramitando em Conjunto, Pronta para Pauta, Arquivada, Arquivada, Tramitando em Conjunto, Arquivada, Tramitando em Conjunto, Transformado em Norma Jurídica, Arquivada, Arquivada, Arquivada, Devolvida ao Autor"
LAERCIO OLIVEIRA,A Proposicao procurada nao existe
ALEXANDRE LEITE,A Proposicao procurada nao existe
FILIPE BARROS,A Proposicao procurada nao existe
LÍDICE DA MATA,Arquivada
CARLA ZAMBELLI,A Proposicao procurada nao existe
JOÃO CARLOS BACELAR,A Proposicao procurada nao existe
ROSE MODESTO,A Proposicao procurada nao existe
CHRISTINO AUREO,A Proposicao procurada nao existe
IVAN VALENTE,A Proposicao procurada nao existe
JUAREZ COSTA,A Proposicao procurada nao existe
CARMEN ZANOTTO,A Proposicao procurada nao existe
HUGO LEAL,"Aguardando Apreciação pelo Senado Federal, Arquivada, Arquivada, Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Designação de Relator, Aguardando Designação de Relator, Arquivada, Tramitando em Conjunto, Aguardando Designação de Relator, Aguardando Designação de Relator, Tramitando em Conjunto, Arquivada, Aguardando Designação de Relator"
FRANCISCO JR.,A Proposicao procurada nao existe
ROGÉRIO CORREIA,A Proposicao procurada nao existe
PAULO PEREIRA DA SILVA,A Proposicao procurada nao existe
PINHEIRINHO,A Proposicao procurada nao existe
LUIZA ERUNDINA,A Proposicao procurada nao existe
PROFESSORA MARCIVANIA,A Proposicao procurada nao existe
EDUARDO BISMARCK,A Proposicao procurada nao existe
SCHIAVINATO,A Proposicao procurada nao existe
GASTÃO VIEIRA,A Proposicao procurada nao existe
ASSIS CARVALHO,A Proposicao procurada nao existe
ENRICO MISASI,A Proposicao procurada nao existe
EDUARDO BRAIDE,A Proposicao procurada nao existe
FRED COSTA,A Proposicao procurada nao existe
FLÁVIA MORAIS,A Proposicao procurada nao existe
FÁBIO RAMALHO,A Proposicao procurada nao existe
TED CONTI,A Proposicao procurada nao existe
ELCIONE BARBALHO,"Transformado em Norma Jurídica, Arquivada"
JÚNIOR BOZZELLA,A Proposicao procurada nao existe
MARCELO ARO,A Proposicao procurada nao existe
SANDERSON,A Proposicao procurada nao existe
EDUARDO BOLSONARO,A Proposicao procurada nao existe
LEDA SADALA,A Proposicao procurada nao existe
MAJOR FABIANA,A Proposicao procurada nao existe
LUIZ ANTÔNIO CORRÊA,A Proposicao procurada nao existe
SORAYA SANTOS,A Proposicao procurada nao existe
AÉCIO NEVES,A Proposicao procurada nao existe
JOÃO ROMA,A Proposicao procurada nao existe
PEDRO CUNHA LIMA,A Proposicao procurada nao existe
ALENCAR SANTANA BRAGA,A Proposicao procurada nao existe
MARIANA CARVALHO,A Proposicao procurada nao existe
JULIO CESAR RIBEIRO,A Proposicao procurada nao existe
EDUARDO DA FONTE,"Arquivada, Arquivada, Aguardando Designação - Aguardando Devolução de Relator que deixou de ser Membro, Urgência (Art. 64, CF)"
BIA CAVASSA,A Proposicao procurada nao existe
DR. FREDERICO,A Proposicao procurada nao existe
CARLOS GOMES,A Proposicao procurada nao existe
AUREO RIBEIRO,A Proposicao procurada nao existe
ÁUREA CAROLINA,A Proposicao procurada nao existe
ANDRÉ FUFUCA,A Proposicao procurada nao existe
RENILDO CALHEIROS,A Proposicao procurada nao existe
DANILO CABRAL,A Proposicao procurada nao existe
PROFESSORA DORINHA SEABRA REZENDE,A Proposicao procurada nao existe
ARTHUR LIRA,A Proposicao procurada nao existe
BOSCO COSTA,A Proposicao procurada nao existe
DELEGADO ANTÔNIO FURTADO,A Proposicao procurada nao existe
FÁBIO TRAD,A Proposicao procurada nao existe
JOENIA WAPICHANA,A Proposicao procurada nao existe
DR. ZACHARIAS CALIL,A Proposicao procurada nao existe
EDUARDO BARBOSA,"Aguardando Apreciação pelo Senado Federal, Arquivada, Tramitando em Conjunto, Tramitando em Conjunto, Arquivada"
DIEGO ANDRADE,A Proposicao procurada nao existe
DRA. SORAYA MANATO,A Proposicao procurada nao existe
BRUNA FURLAN,A Proposicao procurada nao existe
DAVID MIRANDA,A Proposicao procurada nao existe
OTTO ALENCAR FILHO,A Proposicao procurada nao existe
ZÉ NETO,A Proposicao procurada nao existe
PAULO MAGALHÃES,"Retirado pelo Autor, Aguardando Designação de Relator, Aguardando Designação de Relator"
JORGE BRAZ,A Proposicao procurada nao existe
MIGUEL LOMBARDI,A Proposicao procurada nao existe
HEITOR SCHUCH,A Proposicao procurada nao existe
TÚLIO GADÊLHA,A Proposicao procurada nao existe
SIDNEY LEITE,A Proposicao procurada nao existe
CÉLIO STUDART,A Proposicao procurada nao existe
BIRA DO PINDARÉ,A Proposicao procurada nao existe
ANDRÉ JANONES,A Proposicao procurada nao existe
CELINA LEÃO,A Proposicao procurada nao existe
ISNALDO BULHÕES JR.,A Proposicao procurada nao existe
ENÉIAS REIS,A Proposicao procurada nao existe
NORMA AYUB,A Proposicao procurada nao existe
FELIPE RIGONI,A Proposicao procurada nao existe
PASTOR SARGENTO ISIDÓRIO,A Proposicao procurada nao existe
BENES LEOCÁDIO,A Proposicao procurada nao existe
LIZIANE BAYER,A Proposicao procurada nao existe
STEFANO AGUIAR,A Proposicao procurada nao existe
MARCELO CALERO,A Proposicao procurada nao existe
LAURIETE,A Proposicao procurada nao existe
GERVÁSIO MAIA,A Proposicao procurada nao existe
RODRIGO COELHO,A Proposicao procurada nao existe
CHIQUINHO BRAZÃO,A Proposicao procurada nao existe
LUIZ LIMA,A Proposicao procurada nao existe
ROSANA VALLE,A Proposicao procurada nao existe
ALEXANDRE FROTA,A Proposicao procurada nao existe
ARLINDO CHINAGLIA,"Tramitando em Conjunto, Aguardando Designação de Relator, Tramitando em Conjunto"
JÚNIOR FERRARI,A Proposicao procurada nao existe
MARCELO MORAES,A Proposicao procurada nao existe
LUIZ FLÁVIO GOMES,A Proposicao procurada nao existe
MAJOR VITOR HUGO,A Proposicao procurada nao existe
EMIDINHO MADEIRA,A Proposicao procurada nao existe
LOURIVAL GOMES,A Proposicao procurada nao existe
DR. LEONARDO,A Proposicao procurada nao existe
PAULO RAMOS,A Proposicao procurada nao existe
ADOLFO VIANA,A Proposicao procurada nao existe
LUCIANO BIVAR,A Proposicao procurada nao existe
BIBO NUNES,A Proposicao procurada nao existe
HÉLIO COSTA,Arquivada
EMANUEL PINHEIRO NETO,A Proposicao procurada nao existe
PASTOR GILDENEMYR,A Proposicao procurada nao existe
GIOVANI FELTES,A Proposicao procurada nao existe
LUCAS REDECKER,A Proposicao procurada nao existe
GENERAL GIRÃO,A Proposicao procurada nao existe
LUCAS GONZALEZ,A Proposicao procurada nao existe
ALCIDES RODRIGUES,A Proposicao procurada nao existe
RICARDO GUIDI,A Proposicao procurada nao existe
ANDRÉ FERREIRA,A Proposicao procurada nao existe
SARGENTO FAHUR,A Proposicao procurada nao existe
PEDRO LUPION,A Proposicao procurada nao existe
SERGIO TOLEDO,A Proposicao procurada nao existe
MARCO BERTAIOLLI,A Proposicao procurada nao existe
JOSÉ MEDEIROS,A Proposicao procurada nao existe
LÉO MOTTA,A Proposicao procurada nao existe
GILBERTO ABRAMO,A Proposicao procurada nao existe
ELI BORGES,A Proposicao procurada nao existe
JUNIOR LOURENÇO,A Proposicao procurada nao existe
FRANCO CARTAFINA,A Proposicao procurada nao existe
HELIO LOPES,A Proposicao procurada nao existe
MAURO NAZIF,A Proposicao procurada nao existe
LUIZ CARLOS MOTTA,A Proposicao procurada nao existe
POLICIAL KATIA SASTRE,A Proposicao procurada nao existe
WELITON PRADO,A Proposicao procurada nao existe
JOSE MARIO SCHREINER,A Proposicao procurada nao existe
AMARO NETO,A Proposicao procurada nao existe
MAURO BENEVIDES FILHO,A Proposicao procurada nao existe
LUIS TIBÉ,A Proposicao procurada nao existe
NEWTON CARDOSO JR,A Proposicao procurada nao existe
IGOR KANNÁRIO,A Proposicao procurada nao existe
ALEXIS FONTEYNE,A Proposicao procurada nao existe
